Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2008,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,12677
2008,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,10886
2008,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,7759
2008,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,22
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,2371
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,3564
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,24765
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,63198
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,77075
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,61630
2008,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,16
2008,Medi-Cal,Fee-for-Service,Maternal Education Status,Bachelor's Degree or Higher,6797
2008,Medi-Cal,Fee-for-Service,Maternal Education Status,High School Graduate,55326
2008,Medi-Cal,Fee-for-Service,Maternal Education Status,Less Than High School,89449
2008,Medi-Cal,Fee-for-Service,Maternal Education Status,Some College or Associate's Degree,28903
2008,Medi-Cal,Fee-for-Service,Maternal Education Status,Unknown Education,5411
2008,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,2090
2008,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,31424
2008,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,26004
2008,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,17643
2008,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,2214
2008,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,9319
2008,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,13356
2008,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,13196
2008,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,10467
2008,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,2032
2008,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,105928
2008,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,43206
2008,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,13195
2008,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,62595
2008,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,7695
2008,Medi-Cal,Fee-for-Service,Maternal Nativity,Foreign-Born,122425
2008,Medi-Cal,Fee-for-Service,Maternal Nativity,U.S.-Born,63403
2008,Medi-Cal,Fee-for-Service,Maternal Nativity,Unknown Nativity,58
2008,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,16157
2008,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,63176
2008,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,42
2008,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,22869
2008,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,25439
2008,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,62
2008,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,82968
2008,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,149546
2008,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,105
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,African-American,6812
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,756
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Asian,8226
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,686
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hispanic,144085
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Other/Unknown Race,1717
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Two or More Race Categories,1902
2008,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,White,21702
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,11746
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,407
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,5567
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,580
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,44328
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,986
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,1853
2008,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,13908
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,2771
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,245
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,6503
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,277
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,25461
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,1095
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,868
2008,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,11150
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,7849
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,576
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,44207
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,922
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,72081
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,5254
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,5067
2008,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,96663
2008,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Primary,31351
2008,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Repeat,27581
2008,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal,125850
2008,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal After Previous Cesarean,1104
2008,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,12640
2008,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,12498
2008,Medi-Cal,Managed Care,Method of Delivery,Vaginal,53788
2008,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,449
2008,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,9015
2008,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,6739
2008,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,32367
2008,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,249
2008,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,48177
2008,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,31042
2008,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,151723
2008,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,1677
2008,Medi-Cal,Fee-for-Service,Parity Status,First-Born,69508
2008,Medi-Cal,Fee-for-Service,Parity Status,One Previous Birth,52087
2008,Medi-Cal,Fee-for-Service,Parity Status,Two or More Previous Births,64119
2008,Medi-Cal,Fee-for-Service,Parity Status,Unknown Parity,172
2008,Medi-Cal,Managed Care,Parity Status,First-Born,25723
2008,Medi-Cal,Managed Care,Parity Status,One Previous Birth,22976
2008,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,30584
2008,Medi-Cal,Managed Care,Parity Status,Unknown Parity,92
2008,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,19666
2008,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,14118
2008,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,14499
2008,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,87
2008,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,98738
2008,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,80367
2008,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,53177
2008,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,337
2008,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,First Trimester Initiation,138918
2008,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,No Prenatal Care,1019
2008,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Second Trimester Initiation,34591
2008,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Third Trimester Initiation,7650
2008,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Unknown Prenatal Care,3708
2008,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,57779
2008,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,540
2008,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,15826
2008,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,2804
2008,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,2426
2008,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,37077
2008,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,806
2008,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,7319
2008,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,1774
2008,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,1394
2008,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,207840
2008,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,193
2008,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,18620
2008,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,2093
2008,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,3873
2008,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Normal Weight,71919
2008,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,81932
2008,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Underweight,6117
2008,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Unknown Weight,25918
2008,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,29700
2008,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,36766
2008,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,3162
2008,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,9747
2008,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,14792
2008,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12395
2008,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,1411
2008,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,19772
2008,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,115574
2008,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,80118
2008,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,8657
2008,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,28270
2008,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Multiple Birth,3772
2008,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Singleton Birth,182114
2008,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,2063
2008,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,77312
2008,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1468
2008,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,46902
2008,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,9922
2008,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,222697
2008,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Non-Smoker,175038
2008,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Smoker,5235
2008,Medi-Cal,Fee-for-Service,Smoking Status,Unknown Smoking Status,5613
2008,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,72958
2008,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,4231
2008,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,2186
2008,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,31912
2008,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,788
2008,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,15670
2008,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,221615
2008,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,2263
2008,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,8741
2008,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Non-Substance User,183699
2008,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Substance User,2187
2008,Medi-Cal,Fee-for-Service,Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Managed Care,Substance Use Status,Maternal Non-Substance User,77328
2008,Medi-Cal,Managed Care,Substance Use Status,Maternal Substance User,2047
2008,Medi-Cal,Managed Care,Substance Use Status,Unknown Substance Use Status,0
2008,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Non-Substance User,32966
2008,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Substance User,587
2008,Non-Medi-Cal,Other Coverage,Substance Use Status,Unknown Substance Use Status,14817
2008,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Non-Substance User,224859
2008,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Substance User,643
2008,Non-Medi-Cal,Private Insurance,Substance Use Status,Unknown Substance Use Status,7117
2008,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Birthweight >=1,500g",183874
2008,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,Unknown Birthweight,25
2008,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1987
2008,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",78457
2008,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,10
2008,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",908
2008,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",47681
2008,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,15
2008,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",674
2008,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",230012
2008,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,34
2008,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",2573
2008,Medi-Cal,Fee-for-Service,Very Preterm Status,Gestation >=32 Weeks,176724
2008,Medi-Cal,Fee-for-Service,Very Preterm Status,Unknown Gestation,6362
2008,Medi-Cal,Fee-for-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2800
2008,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,74150
2008,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,3908
2008,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1317
2008,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,45516
2008,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,1977
2008,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),877
2008,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,221861
2008,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,7703
2008,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),3055
2009,Medi-Cal,Fee-for-Service,Birthweight Range,Low Birthweight,11255
2009,Medi-Cal,Fee-for-Service,Birthweight Range,Normal Birthweight,164602
2009,Medi-Cal,Fee-for-Service,Birthweight Range,Unknown Birthweight,13
2009,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,5717
2009,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,75068
2009,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,8
2009,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,3534
2009,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,42185
2009,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,15
2009,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,14917
2009,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,204121
2009,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,24
2009,Medi-Cal,Fee-for-Service,Diabetes Status,Diabetes Diagnosis,14412
2009,Medi-Cal,Fee-for-Service,Diabetes Status,No Diabetes Diagnosis,161458
2009,Medi-Cal,Fee-for-Service,Diabetes Status,Unknown Diabetes Status,0
2009,Medi-Cal,Managed Care,Diabetes Status,Diabetes Diagnosis,5175
2009,Medi-Cal,Managed Care,Diabetes Status,No Diabetes Diagnosis,75618
2009,Medi-Cal,Managed Care,Diabetes Status,Unknown Diabetes Status,0
2009,Non-Medi-Cal,Other Coverage,Diabetes Status,Diabetes Diagnosis,2043
2009,Non-Medi-Cal,Other Coverage,Diabetes Status,No Diabetes Diagnosis,28629
2009,Non-Medi-Cal,Other Coverage,Diabetes Status,Unknown Diabetes Status,15062
2009,Non-Medi-Cal,Private Insurance,Diabetes Status,Diabetes Diagnosis,18611
2009,Non-Medi-Cal,Private Insurance,Diabetes Status,No Diabetes Diagnosis,187993
2009,Non-Medi-Cal,Private Insurance,Diabetes Status,Unknown Diabetes Status,12458
2009,Medi-Cal,Fee-for-Service,Hypertension Status,Hypertension Diagnosis,11504
2009,Medi-Cal,Fee-for-Service,Hypertension Status,No Hypertension Diagnosis,164366
2009,Medi-Cal,Fee-for-Service,Hypertension Status,Unknown Hypertension Status,0
2009,Medi-Cal,Managed Care,Hypertension Status,Hypertension Diagnosis,5975
2009,Medi-Cal,Managed Care,Hypertension Status,No Hypertension Diagnosis,74818
2009,Medi-Cal,Managed Care,Hypertension Status,Unknown Hypertension Status,0
2009,Non-Medi-Cal,Other Coverage,Hypertension Status,Hypertension Diagnosis,1983
2009,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,28689
2009,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,15062
2009,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,14956
2009,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,191648
2009,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,12458
2009,Medi-Cal,Fee-for-Service,Length of Gestation,Normal Gestation (>=37 Weeks),152701
2009,Medi-Cal,Fee-for-Service,Length of Gestation,Preterm Delivery (<37 Weeks),17889
2009,Medi-Cal,Fee-for-Service,Length of Gestation,Unknown Gestation,5280
2009,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),68707
2009,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),9011
2009,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,3075
2009,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),39278
