Calendar Year,Payer ,Length of Gestation,Grouper,Birth Characteristic, Number of Births 
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,98729
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,39763
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,6104
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,120566
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,105718
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,72
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,14773
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,943
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,11919
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1044
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,162044
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,2164
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,3140
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,30329
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,83036
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,64517
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,78675
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,128
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,88380
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,102947
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,7924
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,27105
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,2388
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,223968
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,212483
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,7651
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,6222
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,223310
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,3046
2008,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,2943
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,25692
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,4050
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,24585
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,1491
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,2908
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,8424
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,7193
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,4872
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,3747
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,750
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,9358
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,12664
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,4984
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,879
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,13966
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,14655
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,14
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,2798
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,144
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,1467
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,179
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,19738
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,352
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,433
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,3524
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,8952
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,7617
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,12038
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,28
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,10202
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,12062
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,1077
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,5294
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,3244
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,25391
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,26388
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,1265
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,982
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,27832
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,803
2008,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,623
2008,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,9647
2008,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,740
2008,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,9530
2008,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,541
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,1161
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,3524
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,2645
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1495
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,904
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,249
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,3520
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,4060
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1799
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,642
2008,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,4050
2008,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,6206
2008,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,14
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,987
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,76
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,407
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,43
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,6631
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,187
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,182
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1757
2008,Medi-Cal,Unknown Gestation,Parity Status,First-Born,3243
2008,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,2929
2008,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,3990
2008,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,108
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,3037
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,3689
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,278
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,3266
2008,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,203
2008,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,10067
2008,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,9125
2008,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,550
2008,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,595
2008,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,9885
2008,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,385
2008,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,0
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,17105
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,208663
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,17899
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,12727
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,213041
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,17899
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,4027
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,5674
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,31126
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,66753
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,77168
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,58904
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,15
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,101883
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,48349
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,22121
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,63546
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,7768
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,92587
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,150985
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,95
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,8688
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,683
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,44948
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1037
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,83652
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,5078
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,5187
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,94394
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,104273
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,82611
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,56652
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,131
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,116613
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,81338
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,8877
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,36839
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,4693
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,238974
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,221374
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,2484
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,19809
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,224920
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,848
2008,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,17899
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,2887
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,21645
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,3110
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,4359
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,20173
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,3110
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,617
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,737
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,3280
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,6421
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,8269
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,8314
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,4
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,10595
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,5734
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,3081
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,7094
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,1138
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,10133
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,17484
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,25
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,1467
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,96
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,4637
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,122
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,9931
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,812
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,557
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,10020
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,10694
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,8862
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,8062
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,24
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,10516
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,8453
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,925
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,7748
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,6171
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,21471
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,23918
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,389
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,3335
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,24294
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,238
2008,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,3110
2008,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,704
2008,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,8051
2008,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,925
2008,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,670
2008,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,8085
2008,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,925
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,320
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,367
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1578
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,2701
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,2524
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,2171
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,19
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,2769
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2479
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,1189
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,2422
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,821
2008,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,3117
2008,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,6516
