Calendar Year,Payer,Method of Delivery,Grouper,Birth Characteristic, Number of Births 
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,22221
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,13
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1582
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,115
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,6261
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,174
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,14260
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,834
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,678
2008,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,13877
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,4028
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,5298
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,26569
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,53249
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,56739
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,38185
2008,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,22
2008,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,73609
2008,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,38346
2008,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,18100
2008,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,47900
2008,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,6135
2008,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,68219
2008,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,115753
2008,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,118
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,6420
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,564
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,33228
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,800
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,64669
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,3860
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3982
2008,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,70567
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,2
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,10
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,137
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,420
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,683
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,674
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,842
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,359
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,197
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,466
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,62
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,783
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,1141
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,2
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,70
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,5
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,319
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,11
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,640
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,49
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,40
2008,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,792
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,2120
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,5080
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,13873
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,9887
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6429
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,4994
2009,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,1949
2009,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,14383
2009,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,15197
2009,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,9411
2009,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1443
2009,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,19340
2009,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,23025
2009,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,18
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,3836
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,184
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,2290
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,172
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,27898
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,612
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,743
2009,Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,6648
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,188
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,1089
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,9386
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,12565
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,9872
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,7201
2009,Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,1356
2009,Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,12425
2009,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,18114
2009,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,7214
2009,Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1192
2009,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,22788
2009,Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,17497
2009,Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,16
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,2926
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,178
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,1675
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,181
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,29596
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,434
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,466
2009,Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,4845
2009,Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,9127
2009,Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,19885
2009,Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,57748
2009,Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,45148
2009,Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,25750
2009,Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,14766
2009,Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,6069
2009,Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,57191
2009,Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,70707
2009,Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,32685
2009,Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,5772
2009,Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,84620
2009,Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,87738
2009,Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,66
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,11485
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,757
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,9824
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,838
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,120973
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,2070
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,2700
2009,Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,23777
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,5
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,44
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,313
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,490
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,407
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,296
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,83
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,412
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,686
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,311
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,63
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,978
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,575
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,2
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,163
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,8
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,111
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,18
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,1029
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,20
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,14
2009,Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,192
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,806
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,1205
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,5886
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,13880
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,16933
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,15613
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,11
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,25456
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,9100
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,3615
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,13765
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,2398
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,19733
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,34575
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,26
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,African-American,2363
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,American Indian/Alaska Native,156
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Asian,10436
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,236
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Hispanic,16787
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Other/Unknown Race,1645
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,Two or More Race Categories,1233
2009,Non-Medi-Cal,Cesarean-Primary,Maternal Race/Ethnicity,White,21478
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 17 and Younger,48
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 18-19,163
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 20-24,2242
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 25-29,7706
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 30-34,12551
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Ages 35 and Older,13542
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Age Group,Invalid Age,6
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Bachelor's Degree or Higher,15057
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,High School Graduate,6760
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Less Than High School,3467
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Some College or Associate's Degree,9658
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Education Status,Unknown Education,1316
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Foreign-Born,14450
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,U.S.-Born,21788
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Nativity,Unknown Nativity,20
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,African-American,1504
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,American Indian/Alaska Native,119
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Asian,6285
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,183
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Hispanic,13259
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Other/Unknown Race,862
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,Two or More Race Categories,660
2009,Non-Medi-Cal,Cesarean-Repeat,Maternal Race/Ethnicity,White,13386
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 17 and Younger,3557
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 18-19,4720
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 20-24,23464
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 25-29,49409
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 30-34,54956
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Ages 35 and Older,36081
2009,Non-Medi-Cal,Vaginal,Maternal Age Group,Invalid Age,16
2009,Non-Medi-Cal,Vaginal,Maternal Education Status,Bachelor's Degree or Higher,72214
2009,Non-Medi-Cal,Vaginal,Maternal Education Status,High School Graduate,33648
2009,Non-Medi-Cal,Vaginal,Maternal Education Status,Less Than High School,15279
2009,Non-Medi-Cal,Vaginal,Maternal Education Status,Some College or Associate's Degree,44425
2009,Non-Medi-Cal,Vaginal,Maternal Education Status,Unknown Education,6637
2009,Non-Medi-Cal,Vaginal,Maternal Nativity,Foreign-Born,61719
2009,Non-Medi-Cal,Vaginal,Maternal Nativity,U.S.-Born,110382
2009,Non-Medi-Cal,Vaginal,Maternal Nativity,Unknown Nativity,102
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,African-American,5995
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,American Indian/Alaska Native,517
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Asian,31609
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,745
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Hispanic,58514
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Other/Unknown Race,3986
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,Two or More Race Categories,3788
2009,Non-Medi-Cal,Vaginal,Maternal Race/Ethnicity,White,67049
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 17 and Younger,3
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 18-19,9
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 20-24,124
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 25-29,444
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 30-34,728
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Ages 35 and Older,693
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Age Group,Invalid Age,0
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Bachelor's Degree or Higher,911
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,High School Graduate,353
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Less Than High School,161
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Some College or Associate's Degree,517
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Education Status,Unknown Education,59
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Foreign-Born,746
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,U.S.-Born,1254
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Nativity,Unknown Nativity,1
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,African-American,76
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,American Indian/Alaska Native,6
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Asian,342
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,14
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Hispanic,604
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Other/Unknown Race,40
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,Two or More Race Categories,53
2009,Non-Medi-Cal,Vaginal After Previous Cesarean,Maternal Race/Ethnicity,White,866
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 17 and Younger,1942
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 18-19,4819
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 20-24,13358
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 25-29,10186
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 30-34,6725
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Ages 35 and Older,5255
2010,Medi-Cal,Cesarean-Primary,Maternal Age Group,Invalid Age,0
2010,Medi-Cal,Cesarean-Primary,Maternal Education Status,Bachelor's Degree or Higher,2247
2010,Medi-Cal,Cesarean-Primary,Maternal Education Status,High School Graduate,14292
2010,Medi-Cal,Cesarean-Primary,Maternal Education Status,Less Than High School,14141
2010,Medi-Cal,Cesarean-Primary,Maternal Education Status,Some College or Associate's Degree,10181
2010,Medi-Cal,Cesarean-Primary,Maternal Education Status,Unknown Education,1424
2010,Medi-Cal,Cesarean-Primary,Maternal Nativity,Foreign-Born,18144
2010,Medi-Cal,Cesarean-Primary,Maternal Nativity,U.S.-Born,24125
2010,Medi-Cal,Cesarean-Primary,Maternal Nativity,Unknown Nativity,16
