Calendar Year,Payer,Birthweight Range,Grouper,Birth Characteristic,Number of Births
2008,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,40363
2008,Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,24411
2008,Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,108275
2008,Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,80723
2008,Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,43212
2008,Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8336
2008,Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,7003
2008,Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,130766
2008,Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,116688
2008,Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,95
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,16190
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,1076
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,12772
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1175
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,177229
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,2441
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,3468
2008,Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,33198
2008,Medi-Cal,Normal Birthweight,Parity Status,First-Born,88583
2008,Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,70640
2008,Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,88091
2008,Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,235
2008,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,8386
2008,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,95274
2008,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,112199
2008,Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,31690
2008,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,2448
2008,Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,245101
2008,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,8452
2008,Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,231843
2008,Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,7254
2008,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,3568
2008,Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,243981
2008,Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,3
2008,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,32
2008,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,0
2008,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,35
2008,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,2
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,3
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,10
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,7
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,8
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,5
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,17
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,9
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,6
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,0
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,3
2008,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,15
2008,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,20
2008,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,7
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,2
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,22
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,1
2008,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,11
2008,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,11
2008,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,12
2008,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,1
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,3
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,11
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,8
2008,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,5
2008,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,30
2008,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2008,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,32
2008,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2008,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,3
2008,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2008,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,0
2008,Non-Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,1965
2008,Non-Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,15328
2008,Non-Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,2261
2008,Non-Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,4082
2008,Non-Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,13211
2008,Non-Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,2261
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,438
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,524
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,2194
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,4454
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,5834
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,6101
2008,Non-Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,9
2008,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,1975
2008,Non-Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,3665
2008,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,4898
2008,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,8079
2008,Non-Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,937
2008,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,7453
2008,Non-Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,12069
2008,Non-Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,32
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,1259
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,63
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,3988
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,77
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,6273
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,654
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,398
2008,Non-Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,6842
2008,Non-Medi-Cal,Low Birthweight,Parity Status,First-Born,8599
2008,Non-Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,5982
2008,Non-Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,4923
2008,Non-Medi-Cal,Low Birthweight,Parity Status,Unknown Parity,50
2008,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Underweight,784
2008,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Normal Weight,7174
2008,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,5078
2008,Non-Medi-Cal,Low Birthweight,Pre-Pregnancy Weight,Unknown Weight,6518
2008,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Multiple Birth,6245
2008,Non-Medi-Cal,Low Birthweight,Single/Multiple Birth,Singleton Birth,13309
2008,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Smoker,285
2008,Non-Medi-Cal,Low Birthweight,Smoking Status,Maternal Non-Smoker,16823
2008,Non-Medi-Cal,Low Birthweight,Smoking Status,Unknown Smoking Status,2446
2008,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Substance User,222
2008,Non-Medi-Cal,Low Birthweight,Substance Use Status,Maternal Non-Substance User,17071
2008,Non-Medi-Cal,Low Birthweight,Substance Use Status,Unknown Substance Use Status,2261
2008,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Diabetes Diagnosis,18731
2008,Non-Medi-Cal,Normal Birthweight,Diabetes Status,No Diabetes Diagnosis,223009
2008,Non-Medi-Cal,Normal Birthweight,Diabetes Status,Unknown Diabetes Status,19646
2008,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Hypertension Diagnosis,13672
2008,Non-Medi-Cal,Normal Birthweight,Hypertension Status,No Hypertension Diagnosis,228068
2008,Non-Medi-Cal,Normal Birthweight,Hypertension Status,Unknown Hypertension Status,19646
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 17 and Younger,4525
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 18-19,6254
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 20-24,33783
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 25-29,71406
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 30-34,82114
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Ages 35 and Older,63275
2008,Non-Medi-Cal,Normal Birthweight,Maternal Age Group,Invalid Age,29
2008,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Less Than High School,24412
2008,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,High School Graduate,52882
2008,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Some College or Associate's Degree,68153
2008,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Bachelor's Degree or Higher,107155
2008,Non-Medi-Cal,Normal Birthweight,Maternal Education Status,Unknown Education,8784
2008,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Foreign-Born,98369
2008,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,U.S.-Born,162884
2008,Non-Medi-Cal,Normal Birthweight,Maternal Nativity,Unknown Nativity,133
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,African-American,9356
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,758
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Asian,46718
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1122
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Hispanic,91254
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,5692
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,5536
2008,Non-Medi-Cal,Normal Birthweight,Maternal Race/Ethnicity,White,100950
2008,Non-Medi-Cal,Normal Birthweight,Parity Status,First-Born,109787
2008,Non-Medi-Cal,Normal Birthweight,Parity Status,One Previous Birth,88488
2008,Non-Medi-Cal,Normal Birthweight,Parity Status,Two or More Previous Births,62739
2008,Non-Medi-Cal,Normal Birthweight,Parity Status,Unknown Parity,372
2008,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Underweight,9284
2008,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Normal Weight,123186
2008,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,87424
2008,Non-Medi-Cal,Normal Birthweight,Pre-Pregnancy Weight,Unknown Weight,41492
2008,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Multiple Birth,5131
2008,Non-Medi-Cal,Normal Birthweight,Single/Multiple Birth,Singleton Birth,256255
2008,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Smoker,2765
2008,Non-Medi-Cal,Normal Birthweight,Smoking Status,Maternal Non-Smoker,236684
2008,Non-Medi-Cal,Normal Birthweight,Smoking Status,Unknown Smoking Status,21937
2008,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Substance User,1007
2008,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Maternal Non-Substance User,240733
2008,Non-Medi-Cal,Normal Birthweight,Substance Use Status,Unknown Substance Use Status,19646
2008,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2008,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,22
2008,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,27
2008,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,2
2008,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,20
2008,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,27
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,13
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,13
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,11
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,13
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,6
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,32
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,2
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,5
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,4
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,1
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,21
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,18
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,15
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,14
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,2
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,6
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,11
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,32
2008,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,14
2008,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,35
2008,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2008,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,20
2008,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,28
2008,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2008,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,21
2008,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,27
2009,Medi-Cal,Low Birthweight,Diabetes Status,Diabetes Diagnosis,1523
2009,Medi-Cal,Low Birthweight,Diabetes Status,No Diabetes Diagnosis,15449
2009,Medi-Cal,Low Birthweight,Diabetes Status,Unknown Diabetes Status,0
2009,Medi-Cal,Low Birthweight,Hypertension Status,Hypertension Diagnosis,3623
2009,Medi-Cal,Low Birthweight,Hypertension Status,No Hypertension Diagnosis,13349
2009,Medi-Cal,Low Birthweight,Hypertension Status,Unknown Hypertension Status,0
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 17 and Younger,873
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 18-19,1818
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 20-24,4957
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 25-29,4237
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 30-34,2894
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Ages 35 and Older,2193
2009,Medi-Cal,Low Birthweight,Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Low Birthweight,Maternal Education Status,Less Than High School,6684
2009,Medi-Cal,Low Birthweight,Maternal Education Status,High School Graduate,5585
2009,Medi-Cal,Low Birthweight,Maternal Education Status,Some College or Associate's Degree,3390
2009,Medi-Cal,Low Birthweight,Maternal Education Status,Bachelor's Degree or Higher,679
2009,Medi-Cal,Low Birthweight,Maternal Education Status,Unknown Education,634
2009,Medi-Cal,Low Birthweight,Maternal Nativity,Foreign-Born,7374
2009,Medi-Cal,Low Birthweight,Maternal Nativity,U.S.-Born,9587
2009,Medi-Cal,Low Birthweight,Maternal Nativity,Unknown Nativity,11
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,African-American,2238
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,76
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Asian,1080
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,62
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Hispanic,10660
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,253
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,316
2009,Medi-Cal,Low Birthweight,Maternal Race/Ethnicity,White,2287
2009,Medi-Cal,Low Birthweight,Parity Status,First-Born,6407
2009,Medi-Cal,Low Birthweight,Parity Status,One Previous Birth,4300
2009,Medi-Cal,Low Birthweight,Parity Status,Two or More Previous Births,6240
