Calendar Year,Aid Category,Grouper ,Birth Characteristic,Number of Births 
2008,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Third Trimester Initiation,380
2008,Medically Indigent Child & Minor Consent,Prenatal Care Initiation,Unknown Prenatal Care,169
2008,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Normal Weight,4048
2008,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2291
2008,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Underweight,499
2008,Medically Indigent Child & Minor Consent,Pre-Pregnancy Weight,Unknown Weight,829
2008,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Non-Smoker,7309
2008,Medically Indigent Child & Minor Consent,Smoking Status,Maternal Smoker,153
2008,Medically Indigent Child & Minor Consent,Smoking Status,Unknown Smoking Status,205
2008,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Non-Substance User,7600
2008,Medically Indigent Child & Minor Consent,Substance Use Status,Maternal Substance User,67
2008,Medically Indigent Child & Minor Consent,Substance Use Status,Unknown Substance Use Status,0
2008,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Birthweight >=1,500g",7570
2008,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,Unknown Birthweight,2
2008,Medically Indigent Child & Minor Consent,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",95
2008,Medically Indigent Child & Minor Consent,Very Preterm Status,Gestation >=32 Weeks,7245
2008,Medically Indigent Child & Minor Consent,Very Preterm Status,Unknown Gestation,288
2008,Medically Indigent Child & Minor Consent,Very Preterm Status,Very Preterm Delivery (<32 Weeks),134
2008,Other,Birthweight Range,Low Birthweight,12
2008,Other,Birthweight Range,Normal Birthweight,137
2008,Other,Birthweight Range,Unknown Birthweight,0
2008,Other,Diabetes Status,Diabetes Diagnosis,3
2008,Other,Diabetes Status,No Diabetes Diagnosis,146
2008,Other,Diabetes Status,Unknown Diabetes Status,0
2008,Other,Hypertension Status,Hypertension Diagnosis,11
2008,Other,Hypertension Status,No Hypertension Diagnosis,138
2008,Other,Hypertension Status,Unknown Hypertension Status,0
2008,Other,Length of Gestation,Normal Gestation (>=37 Weeks),126
2008,Other,Length of Gestation,Preterm Delivery (<37 Weeks),20
2008,Other,Length of Gestation,Unknown Gestation,3
2008,Other,Method of Delivery,Cesarean-Primary,25
2008,Other,Method of Delivery,Cesarean-Repeat,5
2008,Other,Method of Delivery,Vaginal,118
2008,Other,Method of Delivery,Vaginal After Previous Cesarean,1
2008,Other,Prenatal Care Initiation,First Trimester Initiation,99
2008,Other,Prenatal Care Initiation,No Prenatal Care,0
2008,Other,Prenatal Care Initiation,Second Trimester Initiation,35
2008,Other,Prenatal Care Initiation,Third Trimester Initiation,12
2008,Other,Prenatal Care Initiation,Unknown Prenatal Care,3
2008,Other,Pre-Pregnancy Weight,Normal Weight,84
2008,Other,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,41
2008,Other,Pre-Pregnancy Weight,Underweight,7
2008,Other,Pre-Pregnancy Weight,Unknown Weight,17
2008,Other,Smoking Status,Maternal Non-Smoker,138
2008,Other,Smoking Status,Maternal Smoker,6
2008,Other,Smoking Status,Unknown Smoking Status,5
2008,Other,Substance Use Status,Maternal Non-Substance User,146
2008,Other,Substance Use Status,Maternal Substance User,3
2008,Other,Substance Use Status,Unknown Substance Use Status,0
2008,Other,Very Low Birthweight Status,"Birthweight >=1,500g",147
2008,Other,Very Low Birthweight Status,Unknown Birthweight,0
2008,Other,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",2
2008,Other,Very Preterm Status,Gestation >=32 Weeks,144
2008,Other,Very Preterm Status,Unknown Gestation,3
2008,Other,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2
2008,Pregnancy Pathway (Not Undocumented),Birthweight Range,Low Birthweight,2369
2008,Pregnancy Pathway (Not Undocumented),Birthweight Range,Normal Birthweight,34546
2008,Pregnancy Pathway (Not Undocumented),Birthweight Range,Unknown Birthweight,5
2008,Pregnancy Pathway (Not Undocumented),Diabetes Status,Diabetes Diagnosis,2787
2008,Pregnancy Pathway (Not Undocumented),Diabetes Status,No Diabetes Diagnosis,34133
2008,Pregnancy Pathway (Not Undocumented),Diabetes Status,Unknown Diabetes Status,0
2008,Pregnancy Pathway (Not Undocumented),Hypertension Status,Hypertension Diagnosis,2661
2008,Pregnancy Pathway (Not Undocumented),Hypertension Status,No Hypertension Diagnosis,34259
2008,Pregnancy Pathway (Not Undocumented),Hypertension Status,Unknown Hypertension Status,0
2008,Pregnancy Pathway (Not Undocumented),Length of Gestation,Normal Gestation (>=37 Weeks),31998
2008,Pregnancy Pathway (Not Undocumented),Length of Gestation,Preterm Delivery (<37 Weeks),3602
2008,Pregnancy Pathway (Not Undocumented),Length of Gestation,Unknown Gestation,1320
2008,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Primary,6946
2008,Pregnancy Pathway (Not Undocumented),Method of Delivery,Cesarean-Repeat,4460
2008,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal,25318
2008,Pregnancy Pathway (Not Undocumented),Method of Delivery,Vaginal After Previous Cesarean,196
2008,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,First Trimester Initiation,27992
2008,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,No Prenatal Care,119
2008,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Second Trimester Initiation,6862
2008,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Third Trimester Initiation,1157
2008,Pregnancy Pathway (Not Undocumented),Prenatal Care Initiation,Unknown Prenatal Care,790
2008,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Normal Weight,14829
2008,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,16688
2008,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Underweight,1423
2008,Pregnancy Pathway (Not Undocumented),Pre-Pregnancy Weight,Unknown Weight,3980
2008,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Non-Smoker,34899
2008,Pregnancy Pathway (Not Undocumented),Smoking Status,Maternal Smoker,1112
2008,Pregnancy Pathway (Not Undocumented),Smoking Status,Unknown Smoking Status,909
2008,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Non-Substance User,36598
2008,Pregnancy Pathway (Not Undocumented),Substance Use Status,Maternal Substance User,322
2008,Pregnancy Pathway (Not Undocumented),Substance Use Status,Unknown Substance Use Status,0
2008,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Birthweight >=1,500g",36510
2008,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,Unknown Birthweight,5
2008,Pregnancy Pathway (Not Undocumented),Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",405
2008,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Gestation >=32 Weeks,35062
2008,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Unknown Gestation,1320
2008,Pregnancy Pathway (Not Undocumented),Very Preterm Status,Very Preterm Delivery (<32 Weeks),538
2008,Undocumented,Birthweight Range,Low Birthweight,5331
2008,Undocumented,Birthweight Range,Normal Birthweight,93961
2008,Undocumented,Birthweight Range,Unknown Birthweight,10
2008,Undocumented,Diabetes Status,Diabetes Diagnosis,8506
2008,Undocumented,Diabetes Status,No Diabetes Diagnosis,90796
2008,Undocumented,Diabetes Status,Unknown Diabetes Status,0
2008,Undocumented,Hypertension Status,Hypertension Diagnosis,5102
2008,Undocumented,Hypertension Status,No Hypertension Diagnosis,94200
2008,Undocumented,Hypertension Status,Unknown Hypertension Status,0
2008,Undocumented,Length of Gestation,Normal Gestation (>=37 Weeks),86726
2008,Undocumented,Length of Gestation,Preterm Delivery (<37 Weeks),9763
2008,Undocumented,Length of Gestation,Unknown Gestation,2813
2008,Undocumented,Method of Delivery,Cesarean-Primary,14868
2008,Undocumented,Method of Delivery,Cesarean-Repeat,17196
2008,Undocumented,Method of Delivery,Vaginal,66542
2008,Undocumented,Method of Delivery,Vaginal After Previous Cesarean,696
2008,Undocumented,Prenatal Care Initiation,First Trimester Initiation,77701
2008,Undocumented,Prenatal Care Initiation,No Prenatal Care,329
2008,Undocumented,Prenatal Care Initiation,Second Trimester Initiation,16154
2008,Undocumented,Prenatal Care Initiation,Third Trimester Initiation,3515
2008,Undocumented,Prenatal Care Initiation,Unknown Prenatal Care,1603
2008,Undocumented,Pre-Pregnancy Weight,Normal Weight,36953
2008,Undocumented,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,43935
2008,Undocumented,Pre-Pregnancy Weight,Underweight,2586
2008,Undocumented,Pre-Pregnancy Weight,Unknown Weight,15828
2008,Undocumented,Smoking Status,Maternal Non-Smoker,95633
2008,Undocumented,Smoking Status,Maternal Smoker,314
2008,Undocumented,Smoking Status,Unknown Smoking Status,3355
2008,Undocumented,Substance Use Status,Maternal Non-Substance User,99072
2008,Undocumented,Substance Use Status,Maternal Substance User,230
2008,Undocumented,Substance Use Status,Unknown Substance Use Status,0
2008,Undocumented,Very Low Birthweight Status,"Birthweight >=1,500g",98462
2008,Undocumented,Very Low Birthweight Status,Unknown Birthweight,10
2008,Undocumented,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",830
2008,Undocumented,Very Preterm Status,Gestation >=32 Weeks,95259
2008,Undocumented,Very Preterm Status,Unknown Gestation,2813
2008,Undocumented,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1230
2009,Adoption/Foster Care,Birthweight Range,Low Birthweight,67
2009,Adoption/Foster Care,Birthweight Range,Normal Birthweight,757
2009,Adoption/Foster Care,Birthweight Range,Unknown Birthweight,0
2009,Adoption/Foster Care,Diabetes Status,Diabetes Diagnosis,13
2009,Adoption/Foster Care,Diabetes Status,No Diabetes Diagnosis,811
2009,Adoption/Foster Care,Diabetes Status,Unknown Diabetes Status,0
2009,Adoption/Foster Care,Hypertension Status,Hypertension Diagnosis,69
2009,Adoption/Foster Care,Hypertension Status,No Hypertension Diagnosis,755
2009,Adoption/Foster Care,Hypertension Status,Unknown Hypertension Status,0
2009,Adoption/Foster Care,Length of Gestation,Normal Gestation (>=37 Weeks),692
2009,Adoption/Foster Care,Length of Gestation,Preterm Delivery (<37 Weeks),90
2009,Adoption/Foster Care,Length of Gestation,Unknown Gestation,42
2009,Adoption/Foster Care,Method of Delivery,Cesarean-Primary,183
2009,Adoption/Foster Care,Method of Delivery,Cesarean-Repeat,17
2009,Adoption/Foster Care,Method of Delivery,Vaginal,624
2009,Adoption/Foster Care,Method of Delivery,Vaginal After Previous Cesarean,0
2009,Adoption/Foster Care,Prenatal Care Initiation,First Trimester Initiation,539
2009,Adoption/Foster Care,Prenatal Care Initiation,No Prenatal Care,8
2009,Adoption/Foster Care,Prenatal Care Initiation,Second Trimester Initiation,199
2009,Adoption/Foster Care,Prenatal Care Initiation,Third Trimester Initiation,53
2009,Adoption/Foster Care,Prenatal Care Initiation,Unknown Prenatal Care,25
2009,Adoption/Foster Care,Pre-Pregnancy Weight,Normal Weight,437
2009,Adoption/Foster Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,269
2009,Adoption/Foster Care,Pre-Pregnancy Weight,Underweight,54
2009,Adoption/Foster Care,Pre-Pregnancy Weight,Unknown Weight,64
2009,Adoption/Foster Care,Smoking Status,Maternal Non-Smoker,754
2009,Adoption/Foster Care,Smoking Status,Maternal Smoker,47
2009,Adoption/Foster Care,Smoking Status,Unknown Smoking Status,23
2009,Adoption/Foster Care,Substance Use Status,Maternal Non-Substance User,797
2009,Adoption/Foster Care,Substance Use Status,Maternal Substance User,27
2009,Adoption/Foster Care,Substance Use Status,Unknown Substance Use Status,0
2009,Adoption/Foster Care,Very Low Birthweight Status,"Birthweight >=1,500g",810
2009,Adoption/Foster Care,Very Low Birthweight Status,Unknown Birthweight,0
2009,Adoption/Foster Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",14
2009,Adoption/Foster Care,Very Preterm Status,Gestation >=32 Weeks,759
2009,Adoption/Foster Care,Very Preterm Status,Unknown Gestation,42
2009,Adoption/Foster Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),23
2009,Blind/Disabled,Birthweight Range,Low Birthweight,526
2009,Blind/Disabled,Birthweight Range,Normal Birthweight,3688
2009,Blind/Disabled,Birthweight Range,Unknown Birthweight,0
2009,Blind/Disabled,Diabetes Status,Diabetes Diagnosis,406
2009,Blind/Disabled,Diabetes Status,No Diabetes Diagnosis,3808
2009,Blind/Disabled,Diabetes Status,Unknown Diabetes Status,0
2009,Blind/Disabled,Hypertension Status,Hypertension Diagnosis,518
2009,Blind/Disabled,Hypertension Status,No Hypertension Diagnosis,3696
2009,Blind/Disabled,Hypertension Status,Unknown Hypertension Status,0
2009,Blind/Disabled,Length of Gestation,Normal Gestation (>=37 Weeks),3206
2009,Blind/Disabled,Length of Gestation,Preterm Delivery (<37 Weeks),726
2009,Blind/Disabled,Length of Gestation,Unknown Gestation,282
2009,Blind/Disabled,Method of Delivery,Cesarean-Primary,872
2009,Blind/Disabled,Method of Delivery,Cesarean-Repeat,846
2009,Blind/Disabled,Method of Delivery,Vaginal,2469
2009,Blind/Disabled,Method of Delivery,Vaginal After Previous Cesarean,27
2009,Blind/Disabled,Prenatal Care Initiation,First Trimester Initiation,2995
2009,Blind/Disabled,Prenatal Care Initiation,No Prenatal Care,61
2009,Blind/Disabled,Prenatal Care Initiation,Second Trimester Initiation,817
2009,Blind/Disabled,Prenatal Care Initiation,Third Trimester Initiation,182
2009,Blind/Disabled,Prenatal Care Initiation,Unknown Prenatal Care,159
2009,Blind/Disabled,Pre-Pregnancy Weight,Normal Weight,1401
2009,Blind/Disabled,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2086
2009,Blind/Disabled,Pre-Pregnancy Weight,Underweight,181
2009,Blind/Disabled,Pre-Pregnancy Weight,Unknown Weight,546
2009,Blind/Disabled,Smoking Status,Maternal Non-Smoker,3579
2009,Blind/Disabled,Smoking Status,Maternal Smoker,518
2009,Blind/Disabled,Smoking Status,Unknown Smoking Status,117
2009,Blind/Disabled,Substance Use Status,Maternal Non-Substance User,3933
2009,Blind/Disabled,Substance Use Status,Maternal Substance User,281
2009,Blind/Disabled,Substance Use Status,Unknown Substance Use Status,0
2009,Blind/Disabled,Very Low Birthweight Status,"Birthweight >=1,500g",4122
2009,Blind/Disabled,Very Low Birthweight Status,Unknown Birthweight,0
2009,Blind/Disabled,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",92
2009,Blind/Disabled,Very Preterm Status,Gestation >=32 Weeks,3809
2009,Blind/Disabled,Very Preterm Status,Unknown Gestation,282
2009,Blind/Disabled,Very Preterm Status,Very Preterm Delivery (<32 Weeks),123
2009,Families,Birthweight Range,Low Birthweight,8762
2009,Families,Birthweight Range,Normal Birthweight,110231
2009,Families,Birthweight Range,Unknown Birthweight,13
2009,Families,Diabetes Status,Diabetes Diagnosis,7468
2009,Families,Diabetes Status,No Diabetes Diagnosis,111538
2009,Families,Diabetes Status,Unknown Diabetes Status,0
2009,Families,Hypertension Status,Hypertension Diagnosis,9057
2009,Families,Hypertension Status,No Hypertension Diagnosis,109949
2009,Families,Hypertension Status,Unknown Hypertension Status,0
2009,Families,Length of Gestation,Normal Gestation (>=37 Weeks),101045
2009,Families,Length of Gestation,Preterm Delivery (<37 Weeks),13447
2009,Families,Length of Gestation,Unknown Gestation,4514
2009,Families,Method of Delivery,Cesarean-Primary,20004
2009,Families,Method of Delivery,Cesarean-Repeat,18109
2009,Families,Method of Delivery,Vaginal,80231
2009,Families,Method of Delivery,Vaginal After Previous Cesarean,662
2009,Families,Prenatal Care Initiation,First Trimester Initiation,85466
2009,Families,Prenatal Care Initiation,No Prenatal Care,978
2009,Families,Prenatal Care Initiation,Second Trimester Initiation,24518
2009,Families,Prenatal Care Initiation,Third Trimester Initiation,5268
2009,Families,Prenatal Care Initiation,Unknown Prenatal Care,2776
2009,Families,Pre-Pregnancy Weight,Normal Weight,46508
2009,Families,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,56930
2009,Families,Pre-Pregnancy Weight,Underweight,4706
2009,Families,Pre-Pregnancy Weight,Unknown Weight,10862
2009,Families,Smoking Status,Maternal Non-Smoker,109599
2009,Families,Smoking Status,Maternal Smoker,6776
2009,Families,Smoking Status,Unknown Smoking Status,2631
