Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2008,Maternal Age Group,Ages 30-34,Southern California,10894,,
2008,Maternal Age Group,Ages 35 and Older,Southern California,6815,,
2008,Maternal Race/Ethnicity,African-American,Southern California,3892,,
2008,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,205,,
2008,Maternal Race/Ethnicity,Asian,Southern California,2440,,
2008,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,283,,
2008,Maternal Race/Ethnicity,Hispanic,Southern California,51042,,
2008,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,1416,,
2008,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,920,,
2008,Maternal Race/Ethnicity,White,Southern California,9187,,
2009,Aid Category,Blind and Persons with Disabilities,Bay Area,605,,
2009,Aid Category,Families,Bay Area,13422,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,620,,
2009,Aid Category,Other,Bay Area,126,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,4194,,
2009,Aid Category,Undocumented,Bay Area,12434,,
2009,Maternal Age Group,Ages 17 and Younger,Bay Area,1154,,
2009,Maternal Age Group,Ages 18-19,Bay Area,2671,,
2009,Maternal Age Group,Ages 20-24,Bay Area,9250,,
2009,Maternal Age Group,Ages 25-29,Bay Area,8805,,
2009,Maternal Age Group,Ages 30-34,Bay Area,5740,,
2009,Maternal Age Group,Ages 35 and Older,Bay Area,3781,,
2009,Maternal Race/Ethnicity,African-American,Bay Area,3535,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,100,,
2009,Maternal Race/Ethnicity,Asian,Bay Area,3400,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,389,,
2009,Maternal Race/Ethnicity,Hispanic,Bay Area,18514,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1012,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,661,,
2009,Maternal Race/Ethnicity,White,Bay Area,3790,,
2009,Aid Category,Blind and Persons with Disabilities,Central Coast,154,,
2009,Aid Category,Families,Central Coast,5708,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,549,,
2009,Aid Category,Other,Central Coast,32,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,2458,,
2009,Aid Category,Undocumented,Central Coast,7747,,
2009,Maternal Age Group,Ages 17 and Younger,Central Coast,902,,
2009,Maternal Age Group,Ages 18-19,Central Coast,1740,,
2009,Maternal Age Group,Ages 20-24,Central Coast,5248,,
2009,Maternal Age Group,Ages 25-29,Central Coast,4393,,
2009,Maternal Age Group,Ages 30-34,Central Coast,2778,,
2009,Maternal Age Group,Ages 35 and Older,Central Coast,1587,,
2009,Maternal Race/Ethnicity,African-American,Central Coast,155,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,25,,
2009,Maternal Race/Ethnicity,Asian,Central Coast,241,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,25,,
2009,Maternal Race/Ethnicity,Hispanic,Central Coast,14060,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,57,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,187,,
2009,Maternal Race/Ethnicity,White,Central Coast,1898,,
2009,Aid Category,Blind and Persons with Disabilities,Central Valley,924,,
2009,Aid Category,Families,Central Valley,24080,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,918,,
2009,Aid Category,Other,Central Valley,114,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,5671,,
2009,Aid Category,Undocumented,Central Valley,11030,,
2009,Maternal Age Group,Ages 17 and Younger,Central Valley,2316,,
2009,Maternal Age Group,Ages 18-19,Central Valley,4995,,
2009,Maternal Age Group,Ages 20-24,Central Valley,14611,,
2009,Maternal Age Group,Ages 25-29,Central Valley,10890,,
2009,Maternal Age Group,Ages 30-34,Central Valley,6224,,
2009,Maternal Age Group,Ages 35 and Older,Central Valley,3701,,
2009,Maternal Race/Ethnicity,African-American,Central Valley,2211,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,244,,
2009,Maternal Race/Ethnicity,Asian,Central Valley,2544,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,80,,
2009,Maternal Race/Ethnicity,Hispanic,Central Valley,29822,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,223,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,625,,
2009,Maternal Race/Ethnicity,White,Central Valley,6988,,
2009,Aid Category,Blind and Persons with Disabilities,Far North,70,,
2009,Aid Category,Families,Far North,1073,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Far North,,2,Cell suppressed for complementary cell
2009,Aid Category,Medically Indigent Child & Minor Consent,Far North,0,,
2009,Aid Category,Other,Far North,,1,Cell suppressed for small numbers
2009,Aid Category,Other,Far North,0,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,339,,
2009,Aid Category,Undocumented,Far North,67,,
2009,Maternal Age Group,Ages 17 and Younger,Far North,59,,
2009,Maternal Age Group,Ages 18-19,Far North,198,,
2009,Maternal Age Group,Ages 20-24,Far North,585,,
2009,Maternal Age Group,Ages 25-29,Far North,435,,
2009,Maternal Age Group,Ages 30-34,Far North,218,,
2009,Maternal Age Group,Ages 35 and Older,Far North,98,,
2009,Maternal Race/Ethnicity,African-American,Far North,17,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Far North,93,,
2009,Maternal Race/Ethnicity,Asian,Far North,49,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,0,,
2009,Maternal Race/Ethnicity,Hispanic,Far North,213,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2009,Maternal Race/Ethnicity,Other/Unknown Race,Far North,0,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Far North,44,,
2009,Maternal Race/Ethnicity,White,Far North,1160,,
2009,Aid Category,Blind and Persons with Disabilities,Invalid Code,0,,
2009,Aid Category,Families,Invalid Code,103,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,3,,
2009,Aid Category,Other,Invalid Code,39,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,7,,
2009,Aid Category,Undocumented,Invalid Code,6,,
2009,Maternal Age Group,Ages 17 and Younger,Invalid Code,11,,
2009,Maternal Age Group,Ages 18-19,Invalid Code,36,,
2009,Maternal Age Group,Ages 20-24,Invalid Code,46,,
2009,Maternal Age Group,Ages 25-29,Invalid Code,30,,
2009,Maternal Age Group,Ages 30-34,Invalid Code,21,,
2009,Maternal Age Group,Ages 35 and Older,Invalid Code,14,,
2009,Maternal Race/Ethnicity,African-American,Invalid Code,11,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Invalid Code,0,,
2009,Maternal Race/Ethnicity,Asian,Invalid Code,3,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,1,,
2009,Maternal Race/Ethnicity,Hispanic,Invalid Code,105,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,2,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,2,,
2009,Maternal Race/Ethnicity,White,Invalid Code,34,,
2009,Aid Category,Blind and Persons with Disabilities,Los Angeles,984,,
2009,Aid Category,Families,Los Angeles,33579,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,1728,,
2009,Aid Category,Other,Los Angeles,321,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,7687,,
2009,Aid Category,Undocumented,Los Angeles,32555,,
2009,Maternal Age Group,Ages 17 and Younger,Los Angeles,3245,,
2009,Maternal Age Group,Ages 18-19,Los Angeles,7250,,
2009,Maternal Age Group,Ages 20-24,Los Angeles,22994,,
2009,Maternal Age Group,Ages 25-29,Los Angeles,20310,,
2009,Maternal Age Group,Ages 30-34,Los Angeles,13641,,
2009,Maternal Age Group,Ages 35 and Older,Los Angeles,9414,,
2009,Maternal Race/Ethnicity,African-American,Los Angeles,6999,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Los Angeles,117,,
2009,Maternal Race/Ethnicity,Asian,Los Angeles,3488,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,256,,
2009,Maternal Race/Ethnicity,Hispanic,Los Angeles,60569,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,301,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,618,,
2009,Maternal Race/Ethnicity,White,Los Angeles,4506,,
2009,Aid Category,Blind and Persons with Disabilities,North Coast,76,,
2009,Aid Category,Families,North Coast,1375,,
2009,Aid Category,Medically Indigent Child & Minor Consent,North Coast,,2,Cell suppressed for complementary cell
2009,Aid Category,Medically Indigent Child & Minor Consent,North Coast,0,,
2009,Aid Category,Other,North Coast,16,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,555,,
2009,Aid Category,Undocumented,North Coast,287,,
2009,Maternal Age Group,Ages 17 and Younger,North Coast,90,,
2009,Maternal Age Group,Ages 18-19,North Coast,227,,
2009,Maternal Age Group,Ages 20-24,North Coast,843,,
2009,Maternal Age Group,Ages 25-29,North Coast,666,,
2009,Maternal Age Group,Ages 30-34,North Coast,340,,
2009,Maternal Age Group,Ages 35 and Older,North Coast,193,,
2009,Maternal Race/Ethnicity,African-American,North Coast,24,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,North Coast,188,,
2009,Maternal Race/Ethnicity,Asian,North Coast,51,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,0,,
2009,Maternal Race/Ethnicity,Hispanic,North Coast,621,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,,2,Cell suppressed for complementary cell
2009,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,0,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,130,,
2009,Maternal Race/Ethnicity,White,North Coast,1321,,
2009,Aid Category,Blind and Persons with Disabilities,Sacramento Valley,493,,
2009,Aid Category,Families,Sacramento Valley,8771,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,244,,
2009,Aid Category,Other,Sacramento Valley,69,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,2197,,
2009,Aid Category,Undocumented,Sacramento Valley,2517,,
2009,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,561,,
2009,Maternal Age Group,Ages 18-19,Sacramento Valley,1479,,
2009,Maternal Age Group,Ages 20-24,Sacramento Valley,4982,,
2009,Maternal Age Group,Ages 25-29,Sacramento Valley,3867,,
2009,Maternal Age Group,Ages 30-34,Sacramento Valley,2091,,
2009,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1311,,
2009,Maternal Race/Ethnicity,African-American,Sacramento Valley,1541,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Sacramento Valley,130,,
2009,Maternal Race/Ethnicity,Asian,Sacramento Valley,1535,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,166,,
2009,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5691,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,53,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,537,,
2009,Maternal Race/Ethnicity,White,Sacramento Valley,4638,,
2009,Aid Category,Blind and Persons with Disabilities,Sierra Range/Foothills,51,,
2009,Aid Category,Families,Sierra Range/Foothills,1576,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,93,,
2009,Aid Category,Other,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2009,Aid Category,Other,Sierra Range/Foothills,0,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,780,,
2009,Aid Category,Undocumented,Sierra Range/Foothills,542,,
2009,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,81,,
2009,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,274,,
2009,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,1142,,
2009,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,869,,
2009,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,462,,
2009,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,225,,
2009,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,23,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Sierra Range/Foothills,66,,
2009,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,61,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,12,,
2009,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,947,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,13,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,103,,
2009,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1828,,
2009,Aid Category,Blind and Persons with Disabilities,Southern California,857,,
2009,Aid Category,Families,Southern California,29319,,
2009,Aid Category,Medically Indigent Child & Minor Consent,Southern California,2221,,
2009,Aid Category,Other,Southern California,216,,
2009,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,12289,,
2009,Aid Category,Undocumented,Southern California,22667,,
2009,Maternal Age Group,Ages 17 and Younger,Southern California,3021,,
2009,Maternal Age Group,Ages 18-19,Southern California,7228,,
2009,Maternal Age Group,Ages 20-24,Southern California,21619,,
2009,Maternal Age Group,Ages 25-29,Southern California,17825,,
2009,Maternal Age Group,Ages 30-34,Southern California,10943,,
2009,Maternal Age Group,Ages 35 and Older,Southern California,6933,,
2009,Maternal Race/Ethnicity,African-American,Southern California,3894,,
2009,Maternal Race/Ethnicity,American Indian/Alaska Native,Southern California,164,,
2009,Maternal Race/Ethnicity,Asian,Southern California,2528,,
2009,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,269,,
2009,Maternal Race/Ethnicity,Hispanic,Southern California,48954,,
2009,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,1445,,
2009,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1016,,
2009,Maternal Race/Ethnicity,White,Southern California,9299,,
2010,Aid Category,Blind and Persons with Disabilities,Bay Area,606,,
2010,Aid Category,Families,Bay Area,13633,,
2010,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,611,,
2010,Aid Category,Other,Bay Area,105,,
2010,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,4404,,
2010,Aid Category,Undocumented,Bay Area,11440,,
2010,Maternal Age Group,Ages 17 and Younger,Bay Area,1011,,
2010,Maternal Age Group,Ages 18-19,Bay Area,2482,,
2010,Maternal Age Group,Ages 20-24,Bay Area,8663,,
2010,Maternal Age Group,Ages 25-29,Bay Area,8679,,
2010,Maternal Age Group,Ages 30-34,Bay Area,5986,,
2010,Maternal Age Group,Ages 35 and Older,Bay Area,3978,,
2010,Maternal Race/Ethnicity,African-American,Bay Area,3398,,
2010,Maternal Race/Ethnicity,American Indian/Alaska Native,Bay Area,107,,
2010,Maternal Race/Ethnicity,Asian,Bay Area,3468,,
2010,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,372,,
2010,Maternal Race/Ethnicity,Hispanic,Bay Area,17600,,
2010,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1164,,
2010,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,698,,
2010,Maternal Race/Ethnicity,White,Bay Area,3992,,
2010,Aid Category,Blind and Persons with Disabilities,Central Coast,156,,
2010,Aid Category,Families,Central Coast,5855,,
2010,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,472,,
2010,Aid Category,Other,Central Coast,32,,
2010,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,2497,,
2010,Aid Category,Undocumented,Central Coast,7478,,
2010,Maternal Age Group,Ages 17 and Younger,Central Coast,756,,
2010,Maternal Age Group,Ages 18-19,Central Coast,1655,,
2010,Maternal Age Group,Ages 20-24,Central Coast,4982,,
2010,Maternal Age Group,Ages 25-29,Central Coast,4516,,
2010,Maternal Age Group,Ages 30-34,Central Coast,2801,,
2010,Maternal Age Group,Ages 35 and Older,Central Coast,1780,,
2010,Maternal Race/Ethnicity,African-American,Central Coast,147,,
2010,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Coast,25,,
2010,Maternal Race/Ethnicity,Asian,Central Coast,218,,
2010,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,18,,
2010,Maternal Race/Ethnicity,Hispanic,Central Coast,13861,,
2010,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,53,,
2010,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,198,,
2010,Maternal Race/Ethnicity,White,Central Coast,1970,,
2010,Aid Category,Blind and Persons with Disabilities,Central Valley,834,,
2010,Aid Category,Families,Central Valley,26204,,
2010,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,722,,
2010,Aid Category,Other,Central Valley,100,,
2010,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,5323,,
2010,Aid Category,Undocumented,Central Valley,10926,,
2010,Maternal Age Group,Ages 17 and Younger,Central Valley,2128,,
2010,Maternal Age Group,Ages 18-19,Central Valley,4980,,
2010,Maternal Age Group,Ages 20-24,Central Valley,14747,,
2010,Maternal Age Group,Ages 25-29,Central Valley,11520,,
2010,Maternal Age Group,Ages 30-34,Central Valley,6689,,
2010,Maternal Age Group,Ages 35 and Older,Central Valley,4045,,
2010,Maternal Race/Ethnicity,African-American,Central Valley,2252,,
2010,Maternal Race/Ethnicity,American Indian/Alaska Native,Central Valley,254,,
2010,Maternal Race/Ethnicity,Asian,Central Valley,2584,,
2010,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,82,,
2010,Maternal Race/Ethnicity,Hispanic,Central Valley,30782,,
