Calendar Year,Payer,Very Preterm Status,Grouper,Birth Characteristic, Number of Births 
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,43999
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,6825
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,132771
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,118020
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,83
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,16998
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,1059
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,13185
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1200
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,179106
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,2451
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,3505
2008,Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,33370
2008,Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,90543
2008,Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,71109
2008,Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,89073
2008,Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,149
2008,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,97182
2008,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Obese/Extremely Obese,51103
2008,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight,62183
2008,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,8847
2008,Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,31559
2008,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,5036
2008,Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,245838
2008,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,235066
2008,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,8734
2008,Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,7074
2008,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,247190
2008,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,3684
2008,Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,623
2008,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,9647
2008,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,740
2008,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,9530
2008,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,541
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,1161
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,3524
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,2645
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1495
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,904
2008,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,249
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,3520
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,4060
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1799
2008,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,642
2008,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,4050
2008,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,6206
2008,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,14
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,987
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,76
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,407
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,43
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,6631
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,187
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,182
2008,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1757
2008,Medi-Cal,Unknown Gestation,Parity Status,First-Born,3243
2008,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,2929
2008,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,3990
2008,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,108
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,3037
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Obese/Extremely Obese,1852
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight,1837
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,278
2008,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,3266
2008,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,203
2008,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,10067
2008,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,9125
2008,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,550
2008,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,595
2008,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,9885
2008,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,385
2008,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,371
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,3746
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,639
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,3478
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,251
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,459
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,1184
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,941
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,683
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,593
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,96
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,1377
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,1738
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,748
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,158
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1761
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2353
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,3
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,573
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,28
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,201
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,23
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,2676
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,65
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,68
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,White,483
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,First-Born,1445
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,One Previous Birth,1025
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Two or More Previous Births,1640
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Parity Status,Unknown Parity,7
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Normal Weight,1400
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Obese/Extremely Obese,863
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Overweight,860
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Underweight,154
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Pre-Pregnancy Weight,Unknown Weight,840
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Multiple Birth,596
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Single/Multiple Birth,Singleton Birth,3521
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Non-Smoker,3805
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Maternal Smoker,182
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Smoking Status,Unknown Smoking Status,130
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Non-Substance User,3952
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Maternal Substance User,165
2008,Medi-Cal,Very Preterm Delivery (<32 Weeks),Substance Use Status,Unknown Substance Use Status,0
2008,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Diabetes Diagnosis,19608
2008,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,No Diabetes Diagnosis,227407
2008,Non-Medi-Cal,Gestation >=32 Weeks,Diabetes Status,Unknown Diabetes Status,20362
2008,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Hypertension Diagnosis,16423
2008,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,No Hypertension Diagnosis,230592
2008,Non-Medi-Cal,Gestation >=32 Weeks,Hypertension Status,Unknown Hypertension Status,20362
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 17 and Younger,4525
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 18-19,6253
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 20-24,33898
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 25-29,72308
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 30-34,84378
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Ages 35 and Older,65996
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Age Group,Invalid Age,19
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Bachelor's Degree or Higher,111099
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,High School Graduate,53240
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Less Than High School,24702
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Some College or Associate's Degree,69662
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Education Status,Unknown Education,8674
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Foreign-Born,101338
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,U.S.-Born,165927
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Nativity,Unknown Nativity,112
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,African-American,9827
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,American Indian/Alaska Native,762
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Asian,49010
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1138
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Hispanic,92111
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Other/Unknown Race,5728
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,Two or More Race Categories,5648
2008,Non-Medi-Cal,Gestation >=32 Weeks,Maternal Race/Ethnicity,White,103153
2008,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,First-Born,113323
2008,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,One Previous Birth,90304
2008,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Two or More Previous Births,63600
2008,Non-Medi-Cal,Gestation >=32 Weeks,Parity Status,Unknown Parity,150
2008,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Normal Weight,125904
2008,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Obese/Extremely Obese,36386
2008,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Overweight,52232
2008,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Underweight,9690
2008,Non-Medi-Cal,Gestation >=32 Weeks,Pre-Pregnancy Weight,Unknown Weight,43165
2008,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Multiple Birth,9722
2008,Non-Medi-Cal,Gestation >=32 Weeks,Single/Multiple Birth,Singleton Birth,257655
2008,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Non-Smoker,242107
2008,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Maternal Smoker,2807
2008,Non-Medi-Cal,Gestation >=32 Weeks,Smoking Status,Unknown Smoking Status,22463
2008,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Non-Substance User,245986
2008,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Maternal Substance User,1029
2008,Non-Medi-Cal,Gestation >=32 Weeks,Substance Use Status,Unknown Substance Use Status,20362
2008,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,704
2008,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,8051
2008,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,925
2008,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,670
2008,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,8085
2008,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,925
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,320
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,367
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1578
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,2701
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,2524
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,2171
2008,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,19
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,2769
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2479
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,1189
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,2422
2008,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,821
2008,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,3117
2008,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,6516
2008,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,47
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,465
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,42
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,1125
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,40
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,3959
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,459
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,191
2008,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,3399
2008,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,3437
2008,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,3012
2008,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,2962
2008,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,269
2008,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,3237
2008,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Obese/Extremely Obese,1234
2008,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight,1488
2008,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,266
2008,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,3455
2008,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,526
2008,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,9154
2008,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,8235
2008,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,178
2008,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,1267
2008,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,8611
2008,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,144
2008,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,925
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Diabetes Diagnosis,384
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,No Diabetes Diagnosis,2901
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Diabetes Status,Unknown Diabetes Status,647
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Hypertension Diagnosis,663
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,No Hypertension Diagnosis,2622
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Hypertension Status,Unknown Hypertension Status,647
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 17 and Younger,119
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 18-19,158
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 20-24,508
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 25-29,866
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 30-34,1059
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Ages 35 and Older,1222
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Age Group,Invalid Age,0
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Bachelor's Degree or Higher,1379
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,High School Graduate,843
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Less Than High School,500
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Some College or Associate's Degree,978
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Education Status,Unknown Education,232
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Foreign-Born,1382
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,U.S.-Born,2542
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Nativity,Unknown Nativity,8
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,African-American,328
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,17
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Asian,575
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,21
2008,Non-Medi-Cal,Very Preterm Delivery (<32 Weeks),Maternal Race/Ethnicity,Hispanic,1472
