Calendar Year,Payer,Maternal Race/Ethnicity,Grouper,Birth Characteristic, Number of Births 
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,132
2015,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1246
2015,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,6714
2015,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,81626
2015,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,4981
2015,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,8384
2015,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,79956
2015,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,4981
2015,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,86899
2015,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1344
2015,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,5078
2015,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,87723
2015,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,617
2015,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,4981
2016,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1440
2016,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,14824
2016,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,138
2016,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2562
2016,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,13702
2016,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,138
2016,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,14889
2016,Medi-Cal,African-American,Smoking Status,Maternal Smoker,921
2016,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,592
2016,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,14974
2016,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,1290
2016,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,138
2016,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,111
2016,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,825
2016,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,7
2016,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,133
2016,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,803
2016,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,7
2016,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,793
2016,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,131
2016,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,19
2016,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,804
2016,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,132
2016,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,7
2016,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2764
2016,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,14477
2016,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,122
2016,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1337
2016,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,15904
2016,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,122
2016,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,16955
2016,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,239
2016,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,169
2016,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,17030
2016,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,211
2016,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,122
2016,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,18449
2016,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,140388
2016,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,1365
2016,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,14625
2016,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,144212
2016,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,1365
2016,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,155345
2016,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1915
2016,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,2942
2016,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,155804
2016,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,3033
2016,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,1365
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1115
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,9936
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,88
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1222
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,9829
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,88
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,10135
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,790
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,214
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,10033
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,1018
2016,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,88
2016,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,3235
2016,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,34014
2016,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,304
2016,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,3722
2016,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,33527
2016,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,304
2016,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,32712
2016,Medi-Cal,White,Smoking Status,Maternal Smoker,4387
2016,Medi-Cal,White,Smoking Status,Unknown Smoking Status,454
2016,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,33553
2016,Medi-Cal,White,Substance Use Status,Maternal Substance User,3696
2016,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,304
2016,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,611
2016,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,5422
2016,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,818
2016,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,1071
2016,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,4962
2016,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,818
2016,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,5944
2016,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,75
2016,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,832
2016,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,5896
2016,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,137
2016,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,818
2016,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,54
2016,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,403
2016,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,49
2016,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,64
2016,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,393
2016,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,49
2016,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,439
2016,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,17
2016,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,50
2016,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,430
2016,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,27
2016,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,49
2016,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,8928
2016,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,44911
2016,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1545
2016,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,3857
2016,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,49982
2016,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1545
2016,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,53581
2016,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,243
2016,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,1560
2016,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,53725
2016,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,114
2016,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1545
2016,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,7745
2016,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,54723
2016,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3278
2016,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,6682
2016,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,55786
2016,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3278
2016,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,62012
2016,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,371
2016,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,3363
2016,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,61925
2016,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,543
2016,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3278
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1980
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,13753
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1491
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1765
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,13968
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1491
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,15504
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,204
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,1516
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,15533
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,200
2016,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1491
2016,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,6973
2016,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,79088
2016,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,4274
2016,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,8642
2016,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,77419
2016,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,4274
2016,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,84694
2016,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1308
2016,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,4333
2016,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,85067
2016,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,994
2016,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,4274
2017,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1389
2017,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,14442
2017,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,110
2017,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2752
2017,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,13079
2017,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,110
2017,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,14762
2017,Medi-Cal,African-American,Smoking Status,Maternal Smoker,823
2017,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,356
2017,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,14421
2017,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,1410
2017,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,110
2017,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,114
2017,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,807
2017,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,4
2017,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,153
2017,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,768
2017,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,4
2017,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,795
2017,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,116
2017,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,14
2017,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,762
2017,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,159
2017,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,4
2017,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,2816
2017,Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,13687
2017,Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,96
2017,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,1441
2017,Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,15062
2017,Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,96
2017,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,16344
2017,Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,216
2017,Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,39
2017,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,16275
2017,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,228
2017,Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,96
2017,Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,18285
2017,Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,133263
2017,Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,883
2017,Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,15731
2017,Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,135817
2017,Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,883
2017,Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,149136
2017,Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,1825
2017,Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,1470
2017,Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,148241
2017,Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,3307
2017,Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,883
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,1070
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,8938
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,68
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,1348
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,8660
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,68
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,9257
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,712
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,107
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,9024
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,984
2017,Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,68
2017,Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,3250
2017,Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,32487
2017,Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,268
2017,Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,4029
2017,Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,31708
2017,Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,268
2017,Medi-Cal,White,Smoking Status,Maternal Non-Smoker,31906
2017,Medi-Cal,White,Smoking Status,Maternal Smoker,3963
2017,Medi-Cal,White,Smoking Status,Unknown Smoking Status,136
2017,Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,31857
2017,Medi-Cal,White,Substance Use Status,Maternal Substance User,3880
2017,Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,268
2017,Non-Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,701
2017,Non-Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,5293
2017,Non-Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,901
2017,Non-Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,1165
2017,Non-Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,4829
2017,Non-Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,901
2017,Non-Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,6787
2017,Non-Medi-Cal,African-American,Smoking Status,Maternal Smoker,79
2017,Non-Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,29
2017,Non-Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,5861
2017,Non-Medi-Cal,African-American,Substance Use Status,Maternal Substance User,133
2017,Non-Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,901
2017,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,73
2017,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,400
2017,Non-Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,50
2017,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,70
2017,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,403
2017,Non-Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,50
2017,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,506
2017,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,16
2017,Non-Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,1
2017,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,445
2017,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Substance User,28
2017,Non-Medi-Cal,American Indian/Alaska Native,Substance Use Status,Unknown Substance Use Status,50
2017,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Diabetes Diagnosis,9511
2017,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,No Diabetes Diagnosis,43092
2017,Non-Medi-Cal,Asian/Pacific Islander,Diabetes Status,Unknown Diabetes Status,1738
2017,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Hypertension Diagnosis,4265
2017,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,No Hypertension Diagnosis,48338
2017,Non-Medi-Cal,Asian/Pacific Islander,Hypertension Status,Unknown Hypertension Status,1738
2017,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Non-Smoker,54107
2017,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Maternal Smoker,218
2017,Non-Medi-Cal,Asian/Pacific Islander,Smoking Status,Unknown Smoking Status,16
2017,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Non-Substance User,52459
2017,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Maternal Substance User,144
2017,Non-Medi-Cal,Asian/Pacific Islander,Substance Use Status,Unknown Substance Use Status,1738
2017,Non-Medi-Cal,Hispanic,Diabetes Status,Diabetes Diagnosis,8173
2017,Non-Medi-Cal,Hispanic,Diabetes Status,No Diabetes Diagnosis,53551
2017,Non-Medi-Cal,Hispanic,Diabetes Status,Unknown Diabetes Status,3839
2017,Non-Medi-Cal,Hispanic,Hypertension Status,Hypertension Diagnosis,7357
2017,Non-Medi-Cal,Hispanic,Hypertension Status,No Hypertension Diagnosis,54367
2017,Non-Medi-Cal,Hispanic,Hypertension Status,Unknown Hypertension Status,3839
2017,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Non-Smoker,65042
2017,Non-Medi-Cal,Hispanic,Smoking Status,Maternal Smoker,392
2017,Non-Medi-Cal,Hispanic,Smoking Status,Unknown Smoking Status,129
2017,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Non-Substance User,61189
2017,Non-Medi-Cal,Hispanic,Substance Use Status,Maternal Substance User,535
2017,Non-Medi-Cal,Hispanic,Substance Use Status,Unknown Substance Use Status,3839
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Diabetes Diagnosis,2094
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,No Diabetes Diagnosis,13925
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Diabetes Status,Unknown Diabetes Status,1586
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Hypertension Diagnosis,2034
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,No Hypertension Diagnosis,13985
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Hypertension Status,Unknown Hypertension Status,1586
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Non-Smoker,17347
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Maternal Smoker,191
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Smoking Status,Unknown Smoking Status,67
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Non-Substance User,15772
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Maternal Substance User,247
2017,Non-Medi-Cal,Other/Two or More Race Categories/Unknown,Substance Use Status,Unknown Substance Use Status,1586
2017,Non-Medi-Cal,White,Diabetes Status,Diabetes Diagnosis,7071
2017,Non-Medi-Cal,White,Diabetes Status,No Diabetes Diagnosis,75841
2017,Non-Medi-Cal,White,Diabetes Status,Unknown Diabetes Status,4437
2017,Non-Medi-Cal,White,Hypertension Status,Hypertension Diagnosis,9512
2017,Non-Medi-Cal,White,Hypertension Status,No Hypertension Diagnosis,73400
2017,Non-Medi-Cal,White,Hypertension Status,Unknown Hypertension Status,4437
2017,Non-Medi-Cal,White,Smoking Status,Maternal Non-Smoker,86054
2017,Non-Medi-Cal,White,Smoking Status,Maternal Smoker,1237
2017,Non-Medi-Cal,White,Smoking Status,Unknown Smoking Status,58
2017,Non-Medi-Cal,White,Substance Use Status,Maternal Non-Substance User,81848
2017,Non-Medi-Cal,White,Substance Use Status,Maternal Substance User,1064
2017,Non-Medi-Cal,White,Substance Use Status,Unknown Substance Use Status,4437
2018,Medi-Cal,African-American,Diabetes Status,Diabetes Diagnosis,1291
2018,Medi-Cal,African-American,Diabetes Status,No Diabetes Diagnosis,13457
2018,Medi-Cal,African-American,Diabetes Status,Unknown Diabetes Status,106
2018,Medi-Cal,African-American,Hypertension Status,Hypertension Diagnosis,2858
2018,Medi-Cal,African-American,Hypertension Status,No Hypertension Diagnosis,11890
2018,Medi-Cal,African-American,Hypertension Status,Unknown Hypertension Status,106
2018,Medi-Cal,African-American,Smoking Status,Maternal Non-Smoker,13803
2018,Medi-Cal,African-American,Smoking Status,Maternal Smoker,691
2018,Medi-Cal,African-American,Smoking Status,Unknown Smoking Status,360
2018,Medi-Cal,African-American,Substance Use Status,Maternal Non-Substance User,13304
2018,Medi-Cal,African-American,Substance Use Status,Maternal Substance User,1444
2018,Medi-Cal,African-American,Substance Use Status,Unknown Substance Use Status,106
2018,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Diabetes Diagnosis,127
2018,Medi-Cal,American Indian/Alaska Native,Diabetes Status,No Diabetes Diagnosis,814
2018,Medi-Cal,American Indian/Alaska Native,Diabetes Status,Unknown Diabetes Status,9
2018,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Hypertension Diagnosis,153
2018,Medi-Cal,American Indian/Alaska Native,Hypertension Status,No Hypertension Diagnosis,788
2018,Medi-Cal,American Indian/Alaska Native,Hypertension Status,Unknown Hypertension Status,9
2018,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Non-Smoker,810
2018,Medi-Cal,American Indian/Alaska Native,Smoking Status,Maternal Smoker,125
2018,Medi-Cal,American Indian/Alaska Native,Smoking Status,Unknown Smoking Status,15
2018,Medi-Cal,American Indian/Alaska Native,Substance Use Status,Maternal Non-Substance User,767
