Calendar Year,Payer,Very Low Birthweight Status,Grouper,Birth Characteristic, Number of Births 
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,1148
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,13659
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1254
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,186590
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,2647
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,3699
2008,Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,35259
2008,Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,94104
2008,Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,74346
2008,Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,93627
2008,Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,254
2008,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,100701
2008,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,117498
2008,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,9179
2008,Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,34953
2008,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,5290
2008,Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,257041
2008,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,245301
2008,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,9324
2008,Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,7706
2008,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,258216
2008,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,4115
2008,Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,3
2008,Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,32
2008,Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,0
2008,Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,35
2008,Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,2
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,3
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,10
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,7
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,8
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,5
2008,Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,0
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,9
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,17
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,6
2008,Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,3
2008,Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,15
2008,Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,20
2008,Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,7
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,2
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,22
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,0
2008,Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,1
2008,Medi-Cal,Unknown Birthweight,Parity Status,First-Born,11
2008,Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,11
2008,Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,12
2008,Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,1
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,11
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,13
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,3
2008,Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,8
2008,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,5
2008,Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,30
2008,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,32
2008,Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2008,Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,2
2008,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,32
2008,Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,3
2008,Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,0
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,249
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2646
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,0
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,692
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,2203
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,0
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,157
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,312
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,813
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,699
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,482
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,432
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,0
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,80
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,968
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,1182
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,538
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,127
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,1217
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,1674
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,4
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,476
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,15
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,132
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,12
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1801
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,53
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,56
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,350
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,1116
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,706
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Two or More Previous Births,1064
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,Unknown Parity,9
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Normal Weight,907
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,1187
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Underweight,97
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Pre-Pregnancy Weight,Unknown Weight,704
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Multiple Birth,540
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Single/Multiple Birth,Singleton Birth,2355
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Non-Smoker,2663
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Maternal Smoker,141
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Smoking Status,Unknown Smoking Status,91
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Non-Substance User,2779
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Maternal Substance User,116
2008,Medi-Cal,"Very Low Birthweight (<1,500g)",Substance Use Status,Unknown Substance Use Status,0
2008,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Diabetes Diagnosis,20379
2008,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,No Diabetes Diagnosis,235959
2008,Non-Medi-Cal,"Birthweight >=1,500g",Diabetes Status,Unknown Diabetes Status,21355
2008,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Hypertension Diagnosis,16973
2008,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,No Hypertension Diagnosis,239365
2008,Non-Medi-Cal,"Birthweight >=1,500g",Hypertension Status,Unknown Hypertension Status,21355
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 17 and Younger,4888
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 18-19,6685
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 20-24,35579
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 25-29,75113
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 30-34,87055
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Ages 35 and Older,68336
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Age Group,Invalid Age,37
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Bachelor's Degree or Higher,114041
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,High School Graduate,55899
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Less Than High School,26034
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Some College or Associate's Degree,72226
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Education Status,Unknown Education,9493
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Foreign-Born,104643
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,U.S.-Born,172900
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Nativity,Unknown Nativity,150
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,African-American,10304
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,American Indian/Alaska Native,809
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Asian,50181
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1179
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Hispanic,96377
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Other/Unknown Race,6193
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,Two or More Race Categories,5871
2008,Non-Medi-Cal,"Birthweight >=1,500g",Maternal Race/Ethnicity,White,106779
2008,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,First-Born,116969
2008,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,One Previous Birth,93515
2008,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Two or More Previous Births,66803
2008,Non-Medi-Cal,"Birthweight >=1,500g",Parity Status,Unknown Parity,406
2008,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Normal Weight,129433
2008,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,91534
2008,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Underweight,9988
2008,Non-Medi-Cal,"Birthweight >=1,500g",Pre-Pregnancy Weight,Unknown Weight,46738
2008,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Multiple Birth,10341
2008,Non-Medi-Cal,"Birthweight >=1,500g",Single/Multiple Birth,Singleton Birth,267352
2008,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Non-Smoker,250896
2008,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Maternal Smoker,3000
2008,Non-Medi-Cal,"Birthweight >=1,500g",Smoking Status,Unknown Smoking Status,23797
2008,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Non-Substance User,255149
2008,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Maternal Substance User,1189
2008,Non-Medi-Cal,"Birthweight >=1,500g",Substance Use Status,Unknown Substance Use Status,21355
2008,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Diabetes Diagnosis,0
2008,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,No Diabetes Diagnosis,22
2008,Non-Medi-Cal,Unknown Birthweight,Diabetes Status,Unknown Diabetes Status,27
2008,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Hypertension Diagnosis,2
2008,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,No Hypertension Diagnosis,20
2008,Non-Medi-Cal,Unknown Birthweight,Hypertension Status,Unknown Hypertension Status,27
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 17 and Younger,1
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 18-19,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 20-24,7
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 25-29,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 30-34,13
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Ages 35 and Older,13
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Age Group,Invalid Age,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Bachelor's Degree or Higher,13
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,High School Graduate,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Less Than High School,4
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Some College or Associate's Degree,11
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Education Status,Unknown Education,6
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Foreign-Born,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,U.S.-Born,32
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Nativity,Unknown Nativity,2
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,African-American,5
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,American Indian/Alaska Native,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Asian,4
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,0
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Hispanic,15
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Other/Unknown Race,3
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,Two or More Race Categories,1
2008,Non-Medi-Cal,Unknown Birthweight,Maternal Race/Ethnicity,White,21
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,First-Born,18
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,One Previous Birth,15
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,Two or More Previous Births,14
2008,Non-Medi-Cal,Unknown Birthweight,Parity Status,Unknown Parity,2
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Normal Weight,6
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,11
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Underweight,0
2008,Non-Medi-Cal,Unknown Birthweight,Pre-Pregnancy Weight,Unknown Weight,32
2008,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Multiple Birth,14
2008,Non-Medi-Cal,Unknown Birthweight,Single/Multiple Birth,Singleton Birth,35
2008,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Non-Smoker,20
2008,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Maternal Smoker,1
2008,Non-Medi-Cal,Unknown Birthweight,Smoking Status,Unknown Smoking Status,28
2008,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Non-Substance User,21
2008,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Maternal Substance User,1
2008,Non-Medi-Cal,Unknown Birthweight,Substance Use Status,Unknown Substance Use Status,27
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Diabetes Diagnosis,317
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,No Diabetes Diagnosis,2378
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Diabetes Status,Unknown Diabetes Status,552
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Hypertension Diagnosis,781
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,No Hypertension Diagnosis,1914
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Hypertension Status,Unknown Hypertension Status,552
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 17 and Younger,75
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 18-19,93
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 20-24,398
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 25-29,747
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 30-34,893
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Ages 35 and Older,1040
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Age Group,Invalid Age,1
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Bachelor's Degree or Higher,1193
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,High School Graduate,648
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Less Than High School,353
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Some College or Associate's Degree,825
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Education Status,Unknown Education,228
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Foreign-Born,1178
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,U.S.-Born,2053
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Nativity,Unknown Nativity,15
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,African-American,311
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,American Indian/Alaska Native,12
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Asian,525
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hawaiian/Pacific Islander,20
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Hispanic,1150
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Other/Unknown Race,153
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,Two or More Race Categories,63
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Maternal Race/Ethnicity,White,1013
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,First-Born,1417
2008,Non-Medi-Cal,"Very Low Birthweight (<1,500g)",Parity Status,One Previous Birth,955
